"trial","stopped_at_n"
1,10100
2,10100
3,10100
4,10100
5,10100
6,10100
7,10100
8,10100
9,100
10,10100
11,10100
12,10100
13,10100
14,10100
15,10100
16,320
17,10100
18,10100
19,10100
20,10100
21,10100
22,10100
23,10100
24,10100
25,10100
26,10100
27,10100
28,10100
29,10100
30,10100
31,10100
32,10100
33,10100
34,10100
35,10100
36,10100
37,10100
38,10100
39,10100
40,10100
41,10100
42,10100
43,10100
44,10100
45,10100
46,10100
47,10100
48,10100
49,10100
50,10100
51,10100
52,10100
53,10100
54,10100
55,10100
56,10100
57,10100
58,10100
59,10100
60,10100
61,10100
62,10100
63,10100
64,10100
65,10100
66,10100
67,10100
68,10100
69,10100
70,10100
71,10100
72,10100
73,10100
74,10100
75,10100
76,10100
77,10100
78,10100
79,10100
80,10100
81,10100
82,10100
83,10100
84,10100
85,10100
86,10100
87,10100
88,10100
89,10100
90,10100
91,10100
92,10100
93,10100
94,10100
95,10100
96,10100
97,10100
98,10100
99,10100
100,10100
101,10100
102,10100
103,10100
104,10100
105,10100
106,10100
107,10100
108,10100
109,10100
110,10100
111,10100
112,10100
113,10100
114,10100
115,10100
116,10100
117,10100
118,10100
119,10100
120,10100
121,10100
122,10100
123,10100
124,10100
125,10100
126,100
127,10100
128,10100
129,10100
130,10100
131,10100
132,10100
133,10100
134,10100
135,10100
136,10100
137,10100
138,10100
139,10100
140,10100
141,10100
142,10100
143,10100
144,10100
145,10100
146,10100
147,10100
148,10100
149,10100
150,10100
151,10100
152,10100
153,10100
154,10100
155,10100
156,10100
157,10100
158,10100
159,10100
160,10100
161,10100
162,10100
163,10100
164,10100
165,10100
166,10100
167,10100
168,10100
169,10100
170,10100
171,10100
172,10100
173,10100
174,10100
175,10100
176,10100
177,10100
178,10100
179,10100
180,10100
181,10100
182,10100
183,10100
184,10100
185,10100
186,10100
187,10100
188,10100
189,10100
190,10100
191,10100
192,10100
193,10100
194,10100
195,130
196,10100
197,10100
198,10100
199,10100
200,10100
201,10100
202,10100
203,10100
204,10100
205,10100
206,10100
207,10100
208,10100
209,10100
210,10100
211,10100
212,10100
213,10100
214,10100
215,500
216,10100
217,10100
218,10100
219,100
220,10100
221,10100
222,10100
223,10100
224,10100
225,10100
226,10100
227,10100
228,10100
229,10100
230,10100
231,10100
232,10100
233,10100
234,10100
235,10100
236,10100
237,10100
238,10100
239,10100
240,10100
241,10100
242,10100
243,10100
244,10100
245,10100
246,10100
247,10100
248,10100
249,10100
250,10100
